,quad,year,trackID,area,survives,age,distEdgeMin,allEdge,seedling,QuadName,Grazing,Group
724,Q2,39,46,80.53870509,1,8,36.95254805,0,0,E1 Q2,UG,E1
730,Q2,40,46,24.02425416,1,9,35.30736911,0,0,E1 Q2,UG,E1
737,Q2,41,46,42.8415743,1,10,32.61311445,0,0,E1 Q2,UG,E1
741,Q2,45,46,23.28989701,1,14,34.46573865,0,0,E1 Q2,UG,E1
748,Q2,46,46,17.66274697,0,15,39.6965543,0,0,E1 Q2,UG,E1
628,Q2,32,47,27.40265476,1,1,-2.14E-08,0,0,E1 Q2,UG,E1
632,Q2,33,47,60.33266875,1,2,7.39E-09,0,0,E1 Q2,UG,E1
635,Q2,34,47,40.3971359,1,3,0.042165993,0,0,E1 Q2,UG,E1
651,Q2,35,47,110.3388702,1,4,0.558844852,0,0,E1 Q2,UG,E1
676,Q2,36,47,61.08169454,1,5,0.034723,0,0,E1 Q2,UG,E1
686,Q2,37,47,38.59213592,1,6,0.908952673,0,0,E1 Q2,UG,E1
704,Q2,38,47,47.09324537,1,7,0.33308865,0,0,E1 Q2,UG,E1
723,Q2,39,47,44.97139427,0,8,0.00526595,0,0,E1 Q2,UG,E1
633,Q2,33,48,20.88066185,1,1,-2.34E-08,1,0,E1 Q2,UG,E1
636,Q2,34,48,20.92473381,1,2,2.22E-08,1,0,E1 Q2,UG,E1
648,Q2,35,48,38.14919511,1,3,1.44E-08,0,0,E1 Q2,UG,E1
684,Q2,37,48,99.64399523,1,5,-2.12E-08,0,0,E1 Q2,UG,E1
706,Q2,38,48,88.07150661,1,6,0.0551152,0,0,E1 Q2,UG,E1
716,Q2,39,48,49.87785521,1,7,0.0418855,0,0,E1 Q2,UG,E1
729,Q2,40,48,38.67094536,1,8,-4.93E-09,0,0,E1 Q2,UG,E1
734,Q2,41,48,21.72589092,0,9,0.0285683,0,0,E1 Q2,UG,E1
634,Q2,34,49,5.169912373,1,1,6.468040962,0,0,E1 Q2,UG,E1
645,Q2,35,49,27.68644115,1,2,8.183163624,0,0,E1 Q2,UG,E1
677,Q2,36,49,60.26692824,1,3,2.36181205,0,0,E1 Q2,UG,E1
689,Q2,37,49,66.52537499,1,4,2.348105833,0,0,E1 Q2,UG,E1
702,Q2,38,49,153.442041,1,5,0.0311074,0,0,E1 Q2,UG,E1
722,Q2,39,49,149.6521008,1,6,0.0590027,0,0,E1 Q2,UG,E1
725,Q2,40,49,209.9523467,1,7,-5.69E-09,0,0,E1 Q2,UG,E1
733,Q2,41,49,208.3250583,1,8,0.0358863,0,0,E1 Q2,UG,E1
743,Q2,45,49,559.4831146,1,12,-2.38E-08,0,0,E1 Q2,UG,E1
746,Q2,46,49,320.6446523,1,13,0.065298,0,0,E1 Q2,UG,E1
752,Q2,49,49,175.7119811,1,16,1.99E-08,0,0,E1 Q2,UG,E1
757,Q2,50,49,118.617384,1,17,0.1844777,0,0,E1 Q2,UG,E1
760,Q2,51,49,165.5129402,1,18,0.14813315,0,0,E1 Q2,UG,E1
764,Q2,54,49,153.3777581,1,21,0.291398,0,0,E1 Q2,UG,E1
765,Q2,55,49,147.7588511,1,22,8.58E-09,0,0,E1 Q2,UG,E1
638,Q2,34,50,0.25,0,1,17.16667224,0,0,E1 Q2,UG,E1
640,Q2,34,51,0.25,0,1,26.5228699,0,0,E1 Q2,UG,E1
649,Q2,35,52,34.97976296,1,1,4.904860494,0,0,E1 Q2,UG,E1
664,Q2,36,52,29.95152384,1,2,8.34549565,0,0,E1 Q2,UG,E1
694,Q2,37,52,18.5458876,1,3,7.443948787,0,0,E1 Q2,UG,E1
703,Q2,38,52,41.89324045,1,4,5.4990863,0,0,E1 Q2,UG,E1
719,Q2,39,52,3.9321522,1,5,9.906573,0,0,E1 Q2,UG,E1
727,Q2,40,52,3.47597617,0,6,9.297639439,0,0,E1 Q2,UG,E1
641,Q2,35,53,0.25,1,1,17.14905427,0,1,E1 Q2,UG,E1
660,Q2,36,53,0.25,0,2,19.46709411,0,0,E1 Q2,UG,E1
644,Q2,35,54,0.25,0,1,10.18227848,0,1,E1 Q2,UG,E1
643,Q2,35,55,0.25,0,1,32.66786053,0,1,E1 Q2,UG,E1
647,Q2,35,56,0.25,1,1,22.13037302,0,1,E1 Q2,UG,E1
662,Q2,36,56,0.25,0,2,20.18433161,0,0,E1 Q2,UG,E1
650,Q2,35,57,0.25,0,1,3.023885503,1,1,E1 Q2,UG,E1
653,Q2,35,58,0.25,0,1,21.02663005,0,1,E1 Q2,UG,E1
652,Q2,35,59,0.25,1,1,18.85733396,0,1,E1 Q2,UG,E1
667,Q2,36,59,0.25,0,2,15.65720036,0,0,E1 Q2,UG,E1
642,Q2,35,60,0.25,0,1,4.381458161,1,1,E1 Q2,UG,E1
665,Q2,36,61,0.25,0,1,33.91761288,0,1,E1 Q2,UG,E1
673,Q2,36,62,0.25,0,1,7.665041758,0,1,E1 Q2,UG,E1
661,Q2,36,63,0.25,0,1,10.62414645,0,1,E1 Q2,UG,E1
655,Q2,36,64,0.25,0,1,14.19024723,0,1,E1 Q2,UG,E1
669,Q2,36,65,0.25,0,1,19.02982146,0,1,E1 Q2,UG,E1
658,Q2,36,66,0.25,0,1,0.532840189,1,1,E1 Q2,UG,E1
657,Q2,36,67,0.25,0,1,19.09858239,0,1,E1 Q2,UG,E1
668,Q2,36,68,0.25,0,1,11.39068395,0,1,E1 Q2,UG,E1
659,Q2,36,69,0.25,0,1,11.71694411,0,1,E1 Q2,UG,E1
672,Q2,36,70,0.25,0,1,5.856493318,0,1,E1 Q2,UG,E1
679,Q2,36,71,0.25,0,1,2.267630815,1,1,E1 Q2,UG,E1
663,Q2,36,72,0.25,0,1,28.13191443,0,1,E1 Q2,UG,E1
682,Q2,36,73,0.25,0,1,39.18398085,0,1,E1 Q2,UG,E1
666,Q2,36,74,0.25,0,1,40.85606523,0,1,E1 Q2,UG,E1
671,Q2,36,75,0.25,0,1,40.7744996,0,1,E1 Q2,UG,E1
656,Q2,36,76,0.25,0,1,43.1398871,0,1,E1 Q2,UG,E1
670,Q2,36,77,0.25,0,1,41.78483007,0,1,E1 Q2,UG,E1
681,Q2,36,78,0.25,0,1,36.28842147,0,1,E1 Q2,UG,E1
683,Q2,36,79,0.25,0,1,45.21056289,0,1,E1 Q2,UG,E1
674,Q2,36,80,0.25,0,1,40.35744101,0,1,E1 Q2,UG,E1
678,Q2,36,81,0.25,0,1,34.37164178,0,1,E1 Q2,UG,E1
696,Q2,37,82,0.25,1,1,18.76515896,0,1,E1 Q2,UG,E1
701,Q2,38,82,9.096329073,1,2,17.45738475,0,0,E1 Q2,UG,E1
721,Q2,39,82,16.14530092,1,3,16.75341285,0,0,E1 Q2,UG,E1
732,Q2,40,82,20.2961885,1,4,14.03813866,0,0,E1 Q2,UG,E1
736,Q2,41,82,2.515276512,1,5,17.0750269,0,0,E1 Q2,UG,E1
695,Q2,37,83,0.25,0,1,11.44331598,0,1,E1 Q2,UG,E1
693,Q2,37,84,0.25,1,1,20.63528396,0,1,E1 Q2,UG,E1
712,Q2,38,84,0.25,1,2,20.47945818,0,0,E1 Q2,UG,E1
717,Q2,39,84,2.171197102,0,3,20.01405975,0,0,E1 Q2,UG,E1
691,Q2,37,85,0.25,0,1,19.10373552,0,1,E1 Q2,UG,E1
688,Q2,37,86,0.25,1,1,16.28247458,0,1,E1 Q2,UG,E1
720,Q2,39,86,2.65696524,1,3,14.38664565,0,0,E1 Q2,UG,E1
728,Q2,40,86,12.09844963,0,4,11.34829643,0,0,E1 Q2,UG,E1
690,Q2,37,87,0.25,0,1,12.18493004,0,1,E1 Q2,UG,E1
692,Q2,37,88,0.25,0,1,12.52079411,0,1,E1 Q2,UG,E1
700,Q2,38,89,16.46269465,0,1,0.05145815,1,0,E1 Q2,UG,E1
705,Q2,38,90,0.25,0,1,7.823676914,0,1,E1 Q2,UG,E1
697,Q2,38,91,0.25,0,1,35.63451288,0,1,E1 Q2,UG,E1
709,Q2,38,92,0.25,0,1,16.87343005,0,1,E1 Q2,UG,E1
698,Q2,38,93,0.25,0,1,4.472035505,1,1,E1 Q2,UG,E1
699,Q2,38,94,0.25,0,1,12.89257692,0,1,E1 Q2,UG,E1
710,Q2,38,95,0.25,0,1,22.89614021,0,1,E1 Q2,UG,E1
715,Q2,38,96,0.25,0,1,18.82593942,0,1,E1 Q2,UG,E1
708,Q2,38,97,0.25,0,1,9.508994103,0,1,E1 Q2,UG,E1
707,Q2,38,98,0.25,0,1,7.919072227,0,1,E1 Q2,UG,E1
711,Q2,38,99,0.25,0,1,4.154051129,1,1,E1 Q2,UG,E1
726,Q2,40,100,23.6867921,1,1,0.272250345,0,0,E1 Q2,UG,E1
738,Q2,41,100,28.65444053,0,2,0.50013785,0,0,E1 Q2,UG,E1
742,Q2,45,102,56.69948486,0,1,0.124532367,0,0,E1 Q2,UG,E1
740,Q2,45,103,0.25,0,1,8.082658946,0,1,E1 Q2,UG,E1
739,Q2,45,104,0.25,1,1,20.11078161,0,1,E1 Q2,UG,E1
749,Q2,46,104,0.25,1,2,19.24695739,0,0,E1 Q2,UG,E1
745,Q2,46,105,70.9341558,1,1,0.0278824,0,0,E1 Q2,UG,E1
751,Q2,49,105,16.42059403,1,4,7.085650357,0,0,E1 Q2,UG,E1
756,Q2,50,105,18.38819686,1,5,6.61444565,0,0,E1 Q2,UG,E1
763,Q2,51,105,28.02634852,0,6,4.20869565,0,0,E1 Q2,UG,E1
750,Q2,49,106,2.071709463,1,1,18.2455035,0,0,E1 Q2,UG,E1
758,Q2,50,106,14.10339438,1,2,14.7537019,0,0,E1 Q2,UG,E1
762,Q2,51,106,21.45970405,1,3,15.759198,0,0,E1 Q2,UG,E1
755,Q2,50,107,6.075967393,0,1,0.0212558,1,0,E1 Q2,UG,E1
759,Q2,50,108,0.25,0,1,22.09307146,0,0,E1 Q2,UG,E1
769,Q20,26,48,37.09985143,1,4,1.260421414,0,0,P7 E1 Q2,UG,P7E1
771,Q20,29,48,215.1312382,1,7,1.30E-08,0,0,P7 E1 Q2,UG,P7E1
776,Q20,30,48,212.1220513,1,8,0.139838601,0,0,P7 E1 Q2,UG,P7E1
781,Q20,31,48,223.3293968,1,9,-1.46E-09,0,0,P7 E1 Q2,UG,P7E1
785,Q20,32,48,324.834455,1,10,-1.44E-08,0,0,P7 E1 Q2,UG,P7E1
787,Q20,33,48,311.535699,1,11,0.078020646,0,0,P7 E1 Q2,UG,P7E1
790,Q20,34,48,234.6092249,1,12,8.86E-09,0,0,P7 E1 Q2,UG,P7E1
792,Q20,35,48,429.0259202,1,13,-2.10E-08,0,0,P7 E1 Q2,UG,P7E1
797,Q20,36,48,353.9456851,1,14,0.181719877,0,0,P7 E1 Q2,UG,P7E1
800,Q20,37,48,448.0291812,1,15,0.23232142,0,0,P7 E1 Q2,UG,P7E1
806,Q20,38,48,316.3625295,1,16,-1.74E-08,0,0,P7 E1 Q2,UG,P7E1
808,Q20,39,48,505.3204744,1,17,0.05163939,0,0,P7 E1 Q2,UG,P7E1
811,Q20,40,48,453.2782255,1,18,0.087413629,0,0,P7 E1 Q2,UG,P7E1
818,Q20,41,48,502.4756081,1,19,0.352412833,0,0,P7 E1 Q2,UG,P7E1
835,Q20,45,48,389.0570585,1,23,8.12E-09,0,0,P7 E1 Q2,UG,P7E1
840,Q20,46,48,193.8238484,1,24,0.470013618,0,0,P7 E1 Q2,UG,P7E1
766,Q20,26,49,3.909011257,1,4,42.24747069,0,0,P7 E1 Q2,UG,P7E1
772,Q20,29,49,100.8795379,1,7,30.6717738,0,0,P7 E1 Q2,UG,P7E1
774,Q20,30,49,172.6046835,1,8,33.14071677,0,0,P7 E1 Q2,UG,P7E1
778,Q20,31,49,219.9526445,1,9,28.83759804,0,0,P7 E1 Q2,UG,P7E1
782,Q20,32,49,386.4427565,1,10,29.06326598,0,0,P7 E1 Q2,UG,P7E1
788,Q20,33,49,904.0520512,1,11,17.63246754,0,0,P7 E1 Q2,UG,P7E1
789,Q20,34,49,781.8672788,1,12,18.86635035,0,0,P7 E1 Q2,UG,P7E1
793,Q20,35,49,1195.92044,1,13,18.27487846,0,0,P7 E1 Q2,UG,P7E1
799,Q20,36,49,1005.280976,1,14,18.39059099,0,0,P7 E1 Q2,UG,P7E1
801,Q20,37,49,1029.175359,1,15,19.34034488,0,0,P7 E1 Q2,UG,P7E1
807,Q20,38,49,925.6640796,1,16,18.64259644,0,0,P7 E1 Q2,UG,P7E1
810,Q20,39,49,916.9582826,1,17,17.5131105,0,0,P7 E1 Q2,UG,P7E1
813,Q20,40,49,1115.466093,1,18,20.39804487,0,0,P7 E1 Q2,UG,P7E1
823,Q20,41,49,1825.022653,1,19,9.56E-09,0,0,P7 E1 Q2,UG,P7E1
834,Q20,45,49,1417.46589,1,23,16.68406128,0,0,P7 E1 Q2,UG,P7E1
839,Q20,46,49,890.4692814,1,24,18.67665974,0,0,P7 E1 Q2,UG,P7E1
841,Q20,49,49,212.7398406,1,27,21.22978008,0,0,P7 E1 Q2,UG,P7E1
847,Q20,50,49,210.9249739,1,28,23.82534648,0,0,P7 E1 Q2,UG,P7E1
849,Q20,51,49,84.07047203,1,29,24.22333941,0,0,P7 E1 Q2,UG,P7E1
853,Q20,54,49,39.51840103,1,32,31.51744335,0,0,P7 E1 Q2,UG,P7E1
854,Q20,55,49,28.75255278,1,33,37.79908789,0,0,P7 E1 Q2,UG,P7E1
767,Q20,26,53,0.5,0,4,23.30720427,0,0,P7 E1 Q2,UG,P7E1
768,Q20,26,54,2.636302775,1,1,30.31225425,0,0,P7 E1 Q2,UG,P7E1
773,Q20,29,54,53.19401993,1,4,28.49080274,0,0,P7 E1 Q2,UG,P7E1
775,Q20,30,54,125.270529,1,5,20.46042536,0,0,P7 E1 Q2,UG,P7E1
779,Q20,31,54,196.5101445,1,6,23.02194491,0,0,P7 E1 Q2,UG,P7E1
783,Q20,32,54,180.9396725,0,7,18.05578395,0,0,P7 E1 Q2,UG,P7E1
770,Q20,26,55,0.243614255,1,1,2.621501112,1,0,P7 E1 Q2,UG,P7E1
777,Q20,30,55,31.75180355,1,5,-1.66E-08,0,0,P7 E1 Q2,UG,P7E1
780,Q20,31,55,44.00772698,1,6,-5.14E-09,0,0,P7 E1 Q2,UG,P7E1
784,Q20,32,55,50.94466846,1,7,0.911151102,0,0,P7 E1 Q2,UG,P7E1
786,Q20,33,55,53.95154301,1,8,0.566137071,0,0,P7 E1 Q2,UG,P7E1
791,Q20,34,55,47.91816827,1,9,0.104047209,0,0,P7 E1 Q2,UG,P7E1
794,Q20,35,55,128.8926093,1,10,0.040980836,0,0,P7 E1 Q2,UG,P7E1
796,Q20,36,55,156.409002,1,11,0.039677688,0,0,P7 E1 Q2,UG,P7E1
804,Q20,37,55,199.3281716,1,12,-1.89E-08,0,0,P7 E1 Q2,UG,P7E1
805,Q20,38,55,222.2810476,1,13,-1.29E-08,0,0,P7 E1 Q2,UG,P7E1
809,Q20,39,55,243.4309446,1,14,-1.98E-09,0,0,P7 E1 Q2,UG,P7E1
812,Q20,40,55,201.8727492,1,15,-7.10E-09,0,0,P7 E1 Q2,UG,P7E1
826,Q20,41,55,12.07750658,0,16,0.045190191,1,0,P7 E1 Q2,UG,P7E1
798,Q20,36,56,0.25,0,1,4.836681599,0,1,P7 E1 Q2,UG,P7E1
795,Q20,36,57,0.25,0,1,4.140539411,1,1,P7 E1 Q2,UG,P7E1
803,Q20,37,58,0.25,0,1,47.9561832,0,1,P7 E1 Q2,UG,P7E1
802,Q20,37,59,0.25,0,1,14.55808864,0,1,P7 E1 Q2,UG,P7E1
829,Q20,41,60,0.25,0,1,29.45565897,0,1,P7 E1 Q2,UG,P7E1
830,Q20,41,61,0.25,0,1,28.53234334,0,1,P7 E1 Q2,UG,P7E1
828,Q20,41,62,0.25,0,1,12.88298629,0,1,P7 E1 Q2,UG,P7E1
816,Q20,41,63,0.25,0,1,15.33414098,0,1,P7 E1 Q2,UG,P7E1
825,Q20,41,64,0.25,0,1,24.72762771,0,1,P7 E1 Q2,UG,P7E1
820,Q20,41,65,0.25,0,1,33.18585194,0,1,P7 E1 Q2,UG,P7E1
814,Q20,41,66,0.25,0,1,13.35238395,0,1,P7 E1 Q2,UG,P7E1
824,Q20,41,67,0.25,0,1,36.43526522,0,1,P7 E1 Q2,UG,P7E1
819,Q20,41,68,0.25,0,1,41.70980898,0,1,P7 E1 Q2,UG,P7E1
822,Q20,41,69,0.25,0,1,22.17967849,0,1,P7 E1 Q2,UG,P7E1
827,Q20,41,70,0.25,0,1,19.15120427,0,1,P7 E1 Q2,UG,P7E1
821,Q20,41,71,0.25,1,1,6.388158944,0,1,P7 E1 Q2,UG,P7E1
832,Q20,45,71,0.25,1,5,8.212768321,0,0,P7 E1 Q2,UG,P7E1
836,Q20,46,71,0.25,1,6,7.100063632,0,0,P7 E1 Q2,UG,P7E1
843,Q20,49,71,0.49004249,1,9,7.104087858,0,0,P7 E1 Q2,UG,P7E1
845,Q20,50,71,20.37576085,1,10,5.571008138,0,0,P7 E1 Q2,UG,P7E1
850,Q20,51,71,5.137223575,1,11,6.872970641,0,0,P7 E1 Q2,UG,P7E1
851,Q20,54,71,16.79294033,1,14,3.10813865,0,0,P7 E1 Q2,UG,P7E1
857,Q20,55,71,11.87338186,1,15,6.482874544,0,0,P7 E1 Q2,UG,P7E1
817,Q20,41,72,0.25,0,1,27.00253709,0,1,P7 E1 Q2,UG,P7E1
815,Q20,41,73,0.25,0,1,30.00964725,0,1,P7 E1 Q2,UG,P7E1
833,Q20,45,74,0.25,0,4,18.92909333,0,0,P7 E1 Q2,UG,P7E1
831,Q20,45,84,0.25,1,1,15.97020505,0,1,P7 E1 Q2,UG,P7E1
838,Q20,46,84,0.25,0,2,16.19160661,0,0,P7 E1 Q2,UG,P7E1
837,Q20,46,85,18.05903238,1,1,9.63E-10,1,0,P7 E1 Q2,UG,P7E1
844,Q20,50,85,17.04956492,0,5,-6.19E-09,0,0,P7 E1 Q2,UG,P7E1
842,Q20,49,87,0.47180491,1,1,0.148915964,1,0,P7 E1 Q2,UG,P7E1
846,Q20,50,87,8.498407191,1,2,0.089985518,1,0,P7 E1 Q2,UG,P7E1
848,Q20,51,87,7.229412783,1,3,0.127063619,1,0,P7 E1 Q2,UG,P7E1
852,Q20,54,87,33.12747665,1,6,0.32293865,0,0,P7 E1 Q2,UG,P7E1
855,Q20,55,87,56.93406517,1,7,1.35E-08,0,0,P7 E1 Q2,UG,P7E1
856,Q20,55,89,0.25,0,1,7.377350351,0,1,P7 E1 Q2,UG,P7E1
859,Q21,30,54,101.6048003,1,1,-1.53E-08,0,0,P7 E1 Q3,UG,P7E1
863,Q21,31,54,56.53953326,1,2,-8.29E-09,0,0,P7 E1 Q3,UG,P7E1
864,Q21,32,54,134.7502021,1,3,-7.72E-10,0,0,P7 E1 Q3,UG,P7E1
870,Q21,33,54,185.8476015,1,4,0.044055007,0,0,P7 E1 Q3,UG,P7E1
872,Q21,34,54,131.3063719,1,5,-6.32E-09,0,0,P7 E1 Q3,UG,P7E1
874,Q21,35,54,180.9225558,1,6,2.05E-08,0,0,P7 E1 Q3,UG,P7E1
880,Q21,36,54,162.5380133,1,7,0.144040198,0,0,P7 E1 Q3,UG,P7E1
898,Q21,37,54,225.742315,1,8,0,0,0,P7 E1 Q3,UG,P7E1
904,Q21,38,54,325.1427146,1,9,0.185830028,0,0,P7 E1 Q3,UG,P7E1
910,Q21,39,54,202.6639613,1,10,0.056153472,0,0,P7 E1 Q3,UG,P7E1
913,Q21,40,54,288.703205,1,11,-1.60E-08,0,0,P7 E1 Q3,UG,P7E1
930,Q21,41,54,412.0002518,1,12,0.148783163,0,0,P7 E1 Q3,UG,P7E1
932,Q21,45,54,552.4904326,1,16,0.115965951,0,0,P7 E1 Q3,UG,P7E1
935,Q21,46,54,440.429575,1,17,3.82E-10,0,0,P7 E1 Q3,UG,P7E1
937,Q21,49,54,45.4978852,0,20,15.8024277,0,0,P7 E1 Q3,UG,P7E1
858,Q21,30,55,353.917733,1,1,3.221332399,0,0,P7 E1 Q3,UG,P7E1
860,Q21,31,55,376.6144827,1,2,1.627076123,0,0,P7 E1 Q3,UG,P7E1
866,Q21,32,55,489.1505644,1,3,8.98E-09,0,0,P7 E1 Q3,UG,P7E1
867,Q21,33,55,634.0534837,1,4,1.02E-08,0,0,P7 E1 Q3,UG,P7E1
873,Q21,34,55,586.0960514,1,5,0.036668327,0,0,P7 E1 Q3,UG,P7E1
875,Q21,35,55,979.7758725,1,6,1.18E-09,0,0,P7 E1 Q3,UG,P7E1
879,Q21,36,55,725.9354485,1,7,1.59E-08,0,0,P7 E1 Q3,UG,P7E1
902,Q21,37,55,987.0084948,1,8,0,0,0,P7 E1 Q3,UG,P7E1
906,Q21,38,55,1230.342927,1,9,9.58E-09,0,0,P7 E1 Q3,UG,P7E1
908,Q21,39,55,1361.453562,1,10,-1.36E-08,0,0,P7 E1 Q3,UG,P7E1
914,Q21,40,55,1420.743243,1,11,2.44E-08,0,0,P7 E1 Q3,UG,P7E1
920,Q21,41,55,1456.057516,1,12,1.71E-08,0,0,P7 E1 Q3,UG,P7E1
931,Q21,45,55,1788.883239,1,16,2.28E-08,0,0,P7 E1 Q3,UG,P7E1
934,Q21,46,55,1366.599224,1,17,-9.18E-09,0,0,P7 E1 Q3,UG,P7E1
936,Q21,49,55,221.1414999,1,20,31.63987772,0,0,P7 E1 Q3,UG,P7E1
938,Q21,50,55,94.11844706,1,21,35.11310897,0,0,P7 E1 Q3,UG,P7E1
940,Q21,51,55,85.18045529,1,22,35.75305351,0,0,P7 E1 Q3,UG,P7E1
941,Q21,54,55,158.841895,1,25,37.36652772,0,0,P7 E1 Q3,UG,P7E1
943,Q21,55,55,125.0971955,1,26,36.6895082,0,0,P7 E1 Q3,UG,P7E1
861,Q21,31,56,38.55548294,1,1,1.53E-08,0,0,P7 E1 Q3,UG,P7E1
869,Q21,33,56,159.2282891,1,3,-1.72E-08,0,0,P7 E1 Q3,UG,P7E1
871,Q21,34,56,100.8273448,1,4,-1.06E-08,0,0,P7 E1 Q3,UG,P7E1
876,Q21,35,56,92.13593326,1,5,0.305965187,0,0,P7 E1 Q3,UG,P7E1
894,Q21,36,56,122.3066704,1,6,0.095369093,0,0,P7 E1 Q3,UG,P7E1
903,Q21,37,56,160.5971279,1,7,0.058638006,0,0,P7 E1 Q3,UG,P7E1
907,Q21,38,56,112.4519266,1,8,0.253933182,0,0,P7 E1 Q3,UG,P7E1
911,Q21,39,56,111.7276362,0,9,0.264015193,0,0,P7 E1 Q3,UG,P7E1
862,Q21,31,57,87.65706268,1,1,1.53E-08,0,0,P7 E1 Q3,UG,P7E1
865,Q21,32,57,89.93116441,1,2,-1.19E-08,0,0,P7 E1 Q3,UG,P7E1
868,Q21,33,57,98.04260397,0,3,-1.72E-08,0,0,P7 E1 Q3,UG,P7E1
877,Q21,35,58,0.25,0,1,19.74754099,0,1,P7 E1 Q3,UG,P7E1
882,Q21,36,59,0.25,0,1,3.999747223,1,1,P7 E1 Q3,UG,P7E1
883,Q21,36,60,0.25,0,1,18.20889958,0,1,P7 E1 Q3,UG,P7E1
878,Q21,36,61,0.25,0,1,9.190612853,0,1,P7 E1 Q3,UG,P7E1
884,Q21,36,62,0.25,0,1,13.32055114,0,1,P7 E1 Q3,UG,P7E1
895,Q21,36,63,0.25,0,1,22.7166238,0,1,P7 E1 Q3,UG,P7E1
888,Q21,36,64,0.25,0,1,13.55822536,0,1,P7 E1 Q3,UG,P7E1
892,Q21,36,65,0.25,0,1,17.17260974,0,1,P7 E1 Q3,UG,P7E1
896,Q21,36,66,0.25,0,1,23.78256052,0,1,P7 E1 Q3,UG,P7E1
891,Q21,36,67,0.25,0,1,18.5483988,0,1,P7 E1 Q3,UG,P7E1
889,Q21,36,68,0.25,0,1,16.59902458,0,1,P7 E1 Q3,UG,P7E1
886,Q21,36,69,0.25,0,1,4.449249567,1,1,P7 E1 Q3,UG,P7E1
890,Q21,36,70,0.25,0,1,3.895450348,1,1,P7 E1 Q3,UG,P7E1
887,Q21,36,71,0.25,0,1,9.520886291,0,1,P7 E1 Q3,UG,P7E1
881,Q21,36,72,0.25,0,1,11.06569489,0,1,P7 E1 Q3,UG,P7E1
893,Q21,36,73,0.25,0,1,31.11429959,0,1,P7 E1 Q3,UG,P7E1
885,Q21,36,74,0.25,0,1,5.276369099,0,1,P7 E1 Q3,UG,P7E1
901,Q21,37,75,0.25,0,1,7.264619958,0,1,P7 E1 Q3,UG,P7E1
897,Q21,37,76,0.25,0,1,20.78948572,0,1,P7 E1 Q3,UG,P7E1
899,Q21,37,77,0.25,0,1,13.91170916,0,1,P7 E1 Q3,UG,P7E1
900,Q21,37,78,0.25,0,1,16.01538397,0,1,P7 E1 Q3,UG,P7E1
905,Q21,38,79,0.25,0,1,37.8333785,0,1,P7 E1 Q3,UG,P7E1
909,Q21,39,80,0.25,1,1,8.49510504,0,1,P7 E1 Q3,UG,P7E1
912,Q21,40,80,0.25,1,2,6.377108944,0,0,P7 E1 Q3,UG,P7E1
923,Q21,41,80,0.25,1,3,5.826365975,0,0,P7 E1 Q3,UG,P7E1
919,Q21,41,81,0.25,0,1,8.993357384,0,1,P7 E1 Q3,UG,P7E1
916,Q21,41,82,0.25,0,1,23.29927068,0,1,P7 E1 Q3,UG,P7E1
922,Q21,41,83,0.25,0,1,29.48632225,0,1,P7 E1 Q3,UG,P7E1
915,Q21,41,84,0.25,0,1,26.74021912,0,1,P7 E1 Q3,UG,P7E1
928,Q21,41,85,0.25,0,1,24.2301113,0,1,P7 E1 Q3,UG,P7E1
924,Q21,41,86,0.25,0,1,1.794814408,1,1,P7 E1 Q3,UG,P7E1
929,Q21,41,87,0.25,0,1,26.86927068,0,1,P7 E1 Q3,UG,P7E1
917,Q21,41,88,0.25,0,1,24.14487615,0,1,P7 E1 Q3,UG,P7E1
927,Q21,41,89,0.25,0,1,10.58189489,0,1,P7 E1 Q3,UG,P7E1
926,Q21,41,90,0.25,0,1,19.29708708,0,1,P7 E1 Q3,UG,P7E1
921,Q21,41,91,0.25,0,1,26.03368631,0,1,P7 E1 Q3,UG,P7E1
925,Q21,41,92,0.25,0,1,37.20428788,0,1,P7 E1 Q3,UG,P7E1
918,Q21,41,93,0.25,0,1,29.21225506,0,1,P7 E1 Q3,UG,P7E1
933,Q21,46,98,0.25,0,1,25.67327927,0,1,P7 E1 Q3,UG,P7E1
939,Q21,50,99,13.04004192,0,1,1.358142544,0,0,P7 E1 Q3,UG,P7E1
942,Q21,55,100,0.25,0,1,12.57358317,0,1,P7 E1 Q3,UG,P7E1
944,Q21,55,101,0.25,0,1,22.57235974,0,1,P7 E1 Q3,UG,P7E1
946,Q22,30,56,200.0092377,1,1,0.09165815,0,0,P7 E1 Q4,UG,P7E1
953,Q22,31,56,221.6749407,1,2,-6.62E-09,0,0,P7 E1 Q4,UG,P7E1
957,Q22,32,56,246.6632293,1,3,0.058398791,0,0,P7 E1 Q4,UG,P7E1
961,Q22,33,56,340.608745,1,4,-1.11E-08,0,0,P7 E1 Q4,UG,P7E1
969,Q22,34,56,319.7477479,1,5,-2.41E-09,0,0,P7 E1 Q4,UG,P7E1
945,Q22,30,57,388.3083042,1,1,0.126532353,0,0,P7 E1 Q4,UG,P7E1
950,Q22,31,57,373.7429501,1,2,0.042892529,0,0,P7 E1 Q4,UG,P7E1
958,Q22,32,57,492.5095183,1,3,6.22E-09,0,0,P7 E1 Q4,UG,P7E1
963,Q22,33,57,415.3131432,1,4,0.293471447,0,0,P7 E1 Q4,UG,P7E1
964,Q22,34,57,438.5643815,1,5,0.134543316,0,0,P7 E1 Q4,UG,P7E1
